,HomeTeam,Score,AwayTeam,Date,Ground
61,France,20 - 15,England,02 Mar 2002,"Stade de France Paris, France"
62,France,9 - 15,England,19 Feb 2000,"Stade de France Paris, France"
63,France,24 - 17,England,07 Feb 1998,"Stade de France Paris, France"
64,France,15 - 12,England,20 Jan 1996,"Parc des Princes Paris, France"
65,France,14 - 18,England,05 Mar 1994,"Parc des Princes Paris, France"
66,France,13 - 31,England,15 Feb 1992,"Parc des Princes Paris, France"
67,France,10 - 19,England,19 Oct 1991,"Parc des Princes Paris, France"
68,France,7 - 26,England,03 Feb 1990,"Parc des Princes Paris, France"
69,France,10 - 9,England,16 Jan 1988,"Parc des Princes Paris, France"
70,France,29 - 10,England,15 Mar 1986,"Parc des Princes Paris, France"
71,France,32 - 18,England,03 Mar 1984,"Parc des Princes Paris, France"
72,France,15 - 27,England,20 Feb 1982,"Parc des Princes Paris, France"
73,France,13 - 17,England,02 Feb 1980,"Parc des Princes Paris, France"
74,France,15 - 6,England,21 Jan 1978,"Parc des Princes Paris, France"
75,France,30 - 9,England,20 Mar 1976,"Parc des Princes Paris, France"
76,France,12 - 12,England,02 Mar 1974,"Parc des Princes Paris, France"
77,France,37 - 12,England,26 Feb 1972,"Stade Colombes Paris, France"
78,France,35 - 13,England,18 Apr 1970,"Stade Colombes Paris, France"
79,France,14 - 9,England,24 Feb 1968,"Stade Colombes Paris, France"
80,France,13 - 0,England,26 Feb 1966,"Stade Colombes Paris, France"
81,France,3 - 6,England,22 Feb 1964,"Stade Colombes Paris, France"
82,France,13 - 0,England,24 Feb 1962,"Stade Colombes Paris, France"
83,France,3 - 3,England,27 Feb 1960,"Stade Colombes Paris, France"
84,France,0 - 14,England,01 Mar 1958,"Stade Colombes Paris, France"
85,France,14 - 9,England,14 Apr 1956,"Stade Colombes Paris, France"
86,France,11 - 3,England,10 Apr 1954,"Stade Colombes Paris, France"
87,France,3 - 6,England,05 Apr 1952,"Stade Colombes Paris, France"
88,France,6 - 3,England,25 Feb 1950,"Stade Colombes Paris, France"
89,France,15 - 0,England,29 Mar 1948,"Stade Colombes Paris, France"
90,France,14 - 13,England,06 Apr 1931,"Stade Colombes Paris, France"
91,France,6 - 16,England,01 Apr 1929,"Stade Colombes Paris, France"
92,France,3 - 0,England,02 Apr 1927,"Stade Colombes Paris, France"
93,France,11 - 13,England,13 Apr 1925,"Stade Colombes Paris, France"
94,France,3 - 12,England,02 Apr 1923,"Stade Colombes Paris, France"
95,France,6 - 10,England,28 Mar 1921,"Stade Colombes Paris, France"
96,France,13 - 39,England,13 Apr 1914,"Stade Colombes Paris, France"
97,France,8 - 18,England,08 Apr 1912,"Parc des Princes Paris, France"
98,France,3 - 11,England,03 Mar 1910,"Parc des Princes Paris, France"
99,France,0 - 19,England,01 Jan 1908,"Stade Colombes Paris, France"
100,France,8 - 35,England,22 Mar 1906,"Parc des Princes Paris, France"
101,France,25 - 20,England,22 Aug 2015,
102,France,22 - 16,England,10 Mar 2018,
103,France,21 - 31,England,19 Mar 2016,
