,HomeTeam,Score,AwayTeam,Date,Ground
64,Wales,15 - 23,France,01 Mar 1986,"Millennium Stadium Cardiff, Wales"
65,Wales,16 - 21,France,18 Feb 1984,"Millennium Stadium Cardiff, Wales"
66,Wales,22 - 12,France,06 Feb 1982,"Millennium Stadium Cardiff, Wales"
67,Wales,18 - 9,France,19 Jan 1980,"Millennium Stadium Cardiff, Wales"
68,Wales,16 - 7,France,18 Mar 1978,"Millennium Stadium Cardiff, Wales"
69,Wales,19 - 13,France,06 Mar 1976,"Millennium Stadium Cardiff, Wales"
70,Wales,16 - 16,France,16 Feb 1974,"Millennium Stadium Cardiff, Wales"
71,Wales,20 - 6,France,25 Mar 1972,"Millennium Stadium Cardiff, Wales"
72,Wales,11 - 6,France,04 Apr 1970,"Millennium Stadium Cardiff, Wales"
73,Wales,9 - 14,France,23 Mar 1968,"Millennium Stadium Cardiff, Wales"
74,Wales,9 - 8,France,26 Mar 1966,"Millennium Stadium Cardiff, Wales"
75,Wales,11 - 11,France,21 Mar 1964,"Millennium Stadium Cardiff, Wales"
76,Wales,3 - 0,France,24 Mar 1962,"Millennium Stadium Cardiff, Wales"
77,Wales,8 - 16,France,26 Mar 1960,"Millennium Stadium Cardiff, Wales"
78,Wales,6 - 16,France,29 Mar 1958,"Millennium Stadium Cardiff, Wales"
79,Wales,5 - 3,France,24 Mar 1956,"Millennium Stadium Cardiff, Wales"
80,Wales,19 - 13,France,27 Mar 1954,"Millennium Stadium Cardiff, Wales"
81,Wales,9 - 5,France,22 Mar 1952,"St Helens Swansea, Wales"
82,Wales,21 - 0,France,25 Mar 1950,"Millennium Stadium Cardiff, Wales"
83,Wales,3 - 11,France,21 Feb 1948,"St Helens Swansea, Wales"
84,Wales,35 - 3,France,28 Feb 1931,"St Helens Swansea, Wales"
85,Wales,8 - 3,France,23 Feb 1929,"Millennium Stadium Cardiff, Wales"
86,Wales,25 - 7,France,26 Feb 1927,"St Helens Swansea, Wales"
87,Wales,11 - 5,France,28 Feb 1925,"Millennium Stadium Cardiff, Wales"
88,Wales,16 - 8,France,24 Feb 1923,"St Helens Swansea, Wales"
89,Wales,12 - 4,France,26 Feb 1921,"Millennium Stadium Cardiff, Wales"
90,Wales,31 - 0,France,02 Mar 1914,"St Helens Swansea, Wales"
91,Wales,14 - 8,France,25 Mar 1912,"Rodney Parade Newport, Wales"
92,Wales,49 - 14,France,01 Jan 1910,"St Helens Swansea, Wales"
93,Wales,36 - 4,France,02 Mar 1908,"Cardiff Arms Park Cardiff, Wales"
94,Wales,19 - 10,France,26 Feb 2016,
95,Wales,14 - 13,France,17 Mar 2018,
