,HomeTeam,Score,AwayTeam,Date,Ground
43,England,11 - 11,Wales,17 Jan 1931,"Twickenham London, England"
44,England,8 - 3,Wales,19 Jan 1929,"Twickenham London, England"
45,England,11 - 9,Wales,15 Jan 1927,"Twickenham London, England"
46,England,12 - 6,Wales,17 Jan 1925,"Twickenham London, England"
47,England,7 - 3,Wales,20 Jan 1923,"Twickenham London, England"
48,England,18 - 3,Wales,15 Jan 1921,"Twickenham London, England"
49,England,10 - 9,Wales,17 Jan 1914,"Twickenham London, England"
50,England,8 - 0,Wales,20 Jan 1912,"Twickenham London, England"
51,England,11 - 6,Wales,15 Jan 1910,"Twickenham London, England"
52,England,18 - 28,Wales,18 Jan 1908,"Ashton Gate Bristol, England"
53,England,3 - 16,Wales,13 Jan 1906,"Athletic Ground Richmond, England"
54,England,14 - 14,Wales,09 Jan 1904,"Welford Road Leicester, England"
55,England,8 - 9,Wales,11 Jan 1902,"Rectory Field Blackheath, England"
56,England,3 - 13,Wales,06 Jan 1900,"Kingsholm Gloucester, England"
57,England,14 - 7,Wales,02 Apr 1898,"Rectory Field Blackheath, England"
58,England,25 - 0,Wales,04 Jan 1896,"Rectory Field Blackheath, England"
59,England,24 - 3,Wales,06 Jan 1894,"Birkenhead Park Birkenhead, England"
60,England,17 - 0,Wales,02 Jan 1892,"Rectory Field Blackheath, England"
61,England,0 - 1,Wales,15 Feb 1890,"Crown Flatt Dewsbury, England"
62,England,5 - 3,Wales,02 Jan 1886,"Rectory Field Blackheath, England"
63,England,5 - 3,Wales,05 Jan 1884,"Cardigan Fields Leeds, England"
64,England,30 - 0,Wales,19 Feb 1881,"Richardsons Field Blackheath, England"
65,England,25 - 28,Wales,26 Sep 2015,
66,England,25 - 21,Wales,12 Mar 2016,
67,England,12 - 6,Wales,10 Feb 2018,
68,England,27 - 13,Wales,29 May 2016,
69,Wales,30 - 3,England,16 Mar 2013,"Millennium Stadium Cardiff, Wales"
70,Wales,19 - 9,England,13 Aug 2011,"Millennium Stadium Cardiff, Wales"
71,Wales,19 - 26,England,04 Feb 2011,"Millennium Stadium Cardiff, Wales"
72,Wales,23 - 15,England,14 Feb 2009,"Millennium Stadium Cardiff, Wales"
73,Wales,27 - 18,England,17 Mar 2007,"Millennium Stadium Cardiff, Wales"
74,Wales,11 - 9,England,05 Feb 2005,"Millennium Stadium Cardiff, Wales"
75,Wales,9 - 43,England,23 Aug 2003,"Millennium Stadium Cardiff, Wales"
76,Wales,9 - 26,England,22 Feb 2003,"Millennium Stadium Cardiff, Wales"
77,Wales,15 - 44,England,03 Feb 2001,"Millennium Stadium Cardiff, Wales"
78,Wales,13 - 34,England,15 Mar 1997,"Millennium Stadium Cardiff, Wales"
79,Wales,9 - 23,England,18 Feb 1995,"Millennium Stadium Cardiff, Wales"
80,Wales,10 - 9,England,06 Feb 1993,"Millennium Stadium Cardiff, Wales"
81,Wales,6 - 25,England,19 Jan 1991,"Millennium Stadium Cardiff, Wales"
82,Wales,12 - 9,England,18 Mar 1989,"Millennium Stadium Cardiff, Wales"
83,Wales,19 - 12,England,07 Mar 1987,"Cardiff Arms Park Cardiff, Wales"
84,Wales,24 - 15,England,20 Apr 1985,"Cardiff Arms Park Cardiff, Wales"
85,Wales,13 - 13,England,05 Feb 1983,"Millennium Stadium Cardiff, Wales"
86,Wales,21 - 19,England,17 Jan 1981,"Millennium Stadium Cardiff, Wales"
87,Wales,27 - 3,England,17 Mar 1979,"Millennium Stadium Cardiff, Wales"
88,Wales,14 - 9,England,05 Mar 1977,"Millennium Stadium Cardiff, Wales"
89,Wales,20 - 4,England,15 Feb 1975,"Millennium Stadium Cardiff, Wales"
90,Wales,25 - 9,England,20 Jan 1973,"Millennium Stadium Cardiff, Wales"
91,Wales,22 - 6,England,16 Jan 1971,"Millennium Stadium Cardiff, Wales"
92,Wales,30 - 9,England,12 Apr 1969,"Millennium Stadium Cardiff, Wales"
93,Wales,34 - 21,England,15 Apr 1967,"Millennium Stadium Cardiff, Wales"
94,Wales,14 - 3,England,16 Jan 1965,"Millennium Stadium Cardiff, Wales"
95,Wales,6 - 13,England,19 Jan 1963,"Millennium Stadium Cardiff, Wales"
96,Wales,6 - 3,England,21 Jan 1961,"Millennium Stadium Cardiff, Wales"
97,Wales,5 - 0,England,17 Jan 1959,"Millennium Stadium Cardiff, Wales"
98,Wales,0 - 3,England,19 Jan 1957,"Millennium Stadium Cardiff, Wales"
99,Wales,3 - 0,England,22 Jan 1955,"Millennium Stadium Cardiff, Wales"
100,Wales,3 - 8,England,17 Jan 1953,"Millennium Stadium Cardiff, Wales"
101,Wales,23 - 5,England,20 Jan 1951,"St Helens Swansea, Wales"
102,Wales,9 - 3,England,15 Jan 1949,"Millennium Stadium Cardiff, Wales"
103,Wales,6 - 9,England,18 Jan 1947,"Millennium Stadium Cardiff, Wales"
104,Wales,14 - 8,England,15 Jan 1938,"Millennium Stadium Cardiff, Wales"
105,Wales,0 - 0,England,18 Jan 1936,"St Helens Swansea, Wales"
106,Wales,0 - 9,England,20 Jan 1934,"Millennium Stadium Cardiff, Wales"
107,Wales,12 - 5,England,16 Jan 1932,"St Helens Swansea, Wales"
108,Wales,3 - 11,England,18 Jan 1930,"Millennium Stadium Cardiff, Wales"
109,Wales,8 - 10,England,21 Jan 1928,"St Helens Swansea, Wales"
110,Wales,3 - 3,England,16 Jan 1926,"Millennium Stadium Cardiff, Wales"
111,Wales,9 - 17,England,19 Jan 1924,"St Helens Swansea, Wales"
112,Wales,28 - 6,England,21 Jan 1922,"Cardiff Arms Park Cardiff, Wales"
113,Wales,19 - 5,England,17 Jan 1920,"St Helens Swansea, Wales"
114,Wales,0 - 12,England,18 Jan 1913,"Millennium Stadium Cardiff, Wales"
115,Wales,15 - 11,England,21 Jan 1911,"St Helens Swansea, Wales"
116,Wales,8 - 0,England,16 Jan 1909,"Cardiff Arms Park Cardiff, Wales"
117,Wales,22 - 0,England,12 Jan 1907,"St Helens Swansea, Wales"
118,Wales,25 - 0,England,14 Jan 1905,"Cardiff Arms Park Cardiff, Wales"
119,Wales,21 - 5,England,10 Jan 1903,"St Helens Swansea, Wales"
120,Wales,13 - 0,England,05 Jan 1901,"Cardiff Arms Park Cardiff, Wales"
121,Wales,26 - 3,England,07 Jan 1899,"St Helens Swansea, Wales"
122,Wales,11 - 0,England,09 Jan 1897,"Rodney Parade Newport, Wales"
123,Wales,6 - 14,England,05 Jan 1895,"St Helens Swansea, Wales"
124,Wales,12 - 11,England,07 Jan 1893,"Cardiff Arms Park Cardiff, Wales"
125,Wales,3 - 7,England,03 Jan 1891,"Rodney Parade Newport, Wales"
126,Wales,0 - 0,England,08 Jan 1887,"Stradey Park Llanelli, Wales"
127,Wales,4 - 7,England,03 Jan 1885,"St Helens Swansea, Wales"
128,Wales,0 - 10,England,16 Dec 1882,"St Helens Swansea, Wales"
129,Wales,16 - 21,England,06 Feb 2015,
130,Wales,16 - 21,England,11 Feb 2017,
