,HomeTeam,Score,AwayTeam,Date,Ground
28,France,11 - 6,Ireland,29 Jan 1966,"Stade Colombes Paris, France"
29,France,27 - 6,Ireland,11 Apr 1964,"Stade Colombes Paris, France"
30,France,11 - 0,Ireland,14 Apr 1962,"Stade Colombes Paris, France"
31,France,23 - 6,Ireland,09 Apr 1960,"Stade Colombes Paris, France"
32,France,11 - 6,Ireland,19 Apr 1958,"Stade Colombes Paris, France"
33,France,14 - 8,Ireland,28 Jan 1956,"Stade Colombes Paris, France"
34,France,8 - 0,Ireland,23 Jan 1954,"Stade Colombes Paris, France"
35,France,8 - 11,Ireland,26 Jan 1952,"Stade Colombes Paris, France"
36,France,3 - 3,Ireland,28 Jan 1950,"Stade Colombes Paris, France"
37,France,6 - 13,Ireland,01 Jan 1948,"Stade Colombes Paris, France"
38,France,3 - 0,Ireland,01 Jan 1931,"Stade Colombes Paris, France"
39,France,0 - 6,Ireland,31 Dec 1928,"Stade Yves du Manoir Paris, France"
40,France,3 - 8,Ireland,01 Jan 1927,"Stade Colombes Paris, France"
41,France,3 - 9,Ireland,01 Jan 1925,"Stade Colombes Paris, France"
42,France,14 - 8,Ireland,14 Apr 1923,"Stade Colombes Paris, France"
43,France,20 - 10,Ireland,09 Apr 1921,"Stade Colombes Paris, France"
44,France,6 - 8,Ireland,01 Jan 1914,"Parc des Princes Paris, France"
45,France,6 - 11,Ireland,01 Jan 1912,"Parc des Princes Paris, France"
46,France,3 - 8,Ireland,28 Mar 1910,"Parc des Princes Paris, France"
47,France,9 - 24,Ireland,11 Oct 2015,
48,France,10 - 9,Ireland,13 Feb 2016,
49,France,13 - 15,Ireland,03 Feb 2018,
50,Ireland,13 - 13,France,09 Mar 2013,"Aviva Stadium Dublin, Ireland"
51,Ireland,22 - 26,France,20 Aug 2011,"Aviva Stadium Dublin, Ireland"
52,Ireland,22 - 25,France,13 Feb 2011,"Lansdowne Road Dublin, Ireland"
53,Ireland,30 - 21,France,07 Feb 2009,"Croke Park Dublin, Ireland"
54,Ireland,17 - 20,France,11 Feb 2007,"Croke Park Dublin, Ireland"
55,Ireland,19 - 26,France,12 Mar 2005,"Lansdowne Road Dublin, Ireland"
56,Ireland,15 - 12,France,08 Mar 2003,"Lansdowne Road Dublin, Ireland"
57,Ireland,22 - 15,France,17 Feb 2001,"Lansdowne Road Dublin, Ireland"
58,Ireland,9 - 10,France,06 Feb 1999,"Lansdowne Road Dublin, Ireland"
59,Ireland,15 - 32,France,18 Jan 1997,"Lansdowne Road Dublin, Ireland"
60,Ireland,7 - 25,France,04 Mar 1995,"Lansdowne Road Dublin, Ireland"
61,Ireland,6 - 21,France,20 Feb 1993,"Lansdowne Road Dublin, Ireland"
62,Ireland,13 - 21,France,02 Feb 1991,"Lansdowne Road Dublin, Ireland"
63,Ireland,21 - 26,France,21 Jan 1989,"Lansdowne Road Dublin, Ireland"
64,Ireland,13 - 19,France,21 Mar 1987,"Lansdowne Road Dublin, Ireland"
65,Ireland,15 - 15,France,02 Mar 1985,"Lansdowne Road Dublin, Ireland"
66,Ireland,22 - 16,France,19 Feb 1983,"Lansdowne Road Dublin, Ireland"
67,Ireland,13 - 19,France,07 Feb 1981,"Lansdowne Road Dublin, Ireland"
68,Ireland,9 - 9,France,20 Jan 1979,"Lansdowne Road Dublin, Ireland"
69,Ireland,6 - 15,France,19 Mar 1977,"Lansdowne Road Dublin, Ireland"
70,Ireland,25 - 6,France,01 Mar 1975,"Lansdowne Road Dublin, Ireland"
71,Ireland,6 - 4,France,14 Apr 1973,"Lansdowne Road Dublin, Ireland"
72,Ireland,24 - 14,France,29 Apr 1972,"Lansdowne Road Dublin, Ireland"
73,Ireland,9 - 9,France,30 Jan 1971,"Lansdowne Road Dublin, Ireland"
74,Ireland,17 - 9,France,25 Jan 1969,"Lansdowne Road Dublin, Ireland"
75,Ireland,6 - 11,France,15 Apr 1967,"Lansdowne Road Dublin, Ireland"
76,Ireland,3 - 3,France,23 Jan 1965,"Lansdowne Road Dublin, Ireland"
77,Ireland,5 - 24,France,26 Jan 1963,"Lansdowne Road Dublin, Ireland"
78,Ireland,3 - 15,France,15 Apr 1961,"Lansdowne Road Dublin, Ireland"
79,Ireland,9 - 5,France,18 Apr 1959,"Lansdowne Road Dublin, Ireland"
80,Ireland,11 - 6,France,26 Jan 1957,"Lansdowne Road Dublin, Ireland"
81,Ireland,3 - 5,France,22 Jan 1955,"Lansdowne Road Dublin, Ireland"
82,Ireland,16 - 3,France,24 Jan 1953,"Ravenhill Belfast, Ireland"
83,Ireland,9 - 8,France,27 Jan 1951,"Lansdowne Road Dublin, Ireland"
84,Ireland,9 - 16,France,29 Jan 1949,"Lansdowne Road Dublin, Ireland"
85,Ireland,8 - 12,France,25 Jan 1947,"Lansdowne Road Dublin, Ireland"
86,Ireland,0 - 5,France,25 Jan 1930,"Ravenhill Belfast, Ireland"
87,Ireland,12 - 8,France,28 Jan 1928,"Ravenhill Belfast, Ireland"
88,Ireland,11 - 0,France,23 Jan 1926,"Ravenhill Belfast, Ireland"
89,Ireland,6 - 0,France,26 Jan 1924,"Lansdowne Road Dublin, Ireland"
90,Ireland,8 - 3,France,08 Apr 1922,"Lansdowne Road Dublin, Ireland"
91,Ireland,7 - 15,France,03 Apr 1920,"Lansdowne Road Dublin, Ireland"
92,Ireland,24 - 0,France,24 Mar 1913,"Mardyke Cork, Ireland"
93,Ireland,25 - 5,France,25 Mar 1911,"Mardyke Cork, Ireland"
94,Ireland,19 - 8,France,20 Mar 1909,"Lansdowne Road Dublin, Ireland"
95,Ireland,18 - 11,France,14 Feb 2015,
96,Ireland,19 - 9,France,25 Feb 2017,
