,HomeTeam,Score,AwayTeam,Date,Ground
42,Ireland,9 - 8,Scotland,26 Feb 1921,"Lansdowne Road Dublin, Ireland"
43,Ireland,6 - 0,Scotland,28 Feb 1914,"Lansdowne Road Dublin, Ireland"
44,Ireland,10 - 8,Scotland,24 Feb 1912,"Lansdowne Road Dublin, Ireland"
45,Ireland,0 - 14,Scotland,26 Feb 1910,"Balmoral Showground Belfast, Ireland"
46,Ireland,16 - 11,Scotland,29 Feb 1908,"Lansdowne Road Dublin, Ireland"
47,Ireland,6 - 13,Scotland,24 Feb 1906,"Lansdowne Road Dublin, Ireland"
48,Ireland,3 - 19,Scotland,27 Feb 1904,"Lansdowne Road Dublin, Ireland"
49,Ireland,5 - 0,Scotland,22 Feb 1902,"Balmoral Showground Belfast, Ireland"
50,Ireland,0 - 0,Scotland,24 Feb 1900,"Lansdowne Road Dublin, Ireland"
51,Ireland,0 - 8,Scotland,19 Feb 1898,"Balmoral Showground Belfast, Ireland"
52,Ireland,0 - 0,Scotland,15 Feb 1896,"Lansdowne Road Dublin, Ireland"
53,Ireland,5 - 0,Scotland,24 Feb 1894,"Lansdowne Road Dublin, Ireland"
54,Ireland,0 - 0,Scotland,18 Feb 1893,"Ballynafeigh Belfast, Ireland"
55,Ireland,0 - 14,Scotland,21 Feb 1891,"Ballynafeigh Belfast, Ireland"
56,Ireland,0 - 3,Scotland,16 Feb 1889,"Ormeau Belfast, Ireland"
57,Ireland,0 - 8,Scotland,19 Feb 1887,"Ormeau Belfast, Ireland"
58,Ireland,0 - 1,Scotland,21 Feb 1885,"Ormeau Belfast, Ireland"
59,Ireland,0 - 4,Scotland,17 Feb 1883,"Ormeau Belfast, Ireland"
60,Ireland,3 - 1,Scotland,19 Feb 1881,"Ormeau Belfast, Ireland"
61,Ireland,0 - 7,Scotland,17 Feb 1879,"Ormeau Belfast, Ireland"
62,Ireland,0 - 20,Scotland,19 Feb 1877,"Ormeau Belfast, Ireland"
63,Ireland,28 - 22,Scotland,15 Aug 2015,
64,Ireland,28 - 8,Scotland,10 Mar 2018,
65,Ireland,35 - 25,Scotland,19 Mar 2016,
66,Scotland,12 - 8,Ireland,24 Feb 2013,"Murrayfield Edinburgh, Scotland"
67,Scotland,10 - 6,Ireland,06 Aug 2011,"Murrayfield Edinburgh, Scotland"
68,Scotland,18 - 21,Ireland,27 Feb 2011,"Murrayfield Edinburgh, Scotland"
69,Scotland,15 - 22,Ireland,14 Mar 2009,"Murrayfield Edinburgh, Scotland"
70,Scotland,31 - 21,Ireland,11 Aug 2007,"Murrayfield Edinburgh, Scotland"
71,Scotland,18 - 19,Ireland,10 Mar 2007,"Murrayfield Edinburgh, Scotland"
72,Scotland,13 - 40,Ireland,12 Feb 2005,"Murrayfield Edinburgh, Scotland"
73,Scotland,10 - 29,Ireland,06 Sep 2003,"Murrayfield Edinburgh, Scotland"
74,Scotland,6 - 36,Ireland,16 Feb 2003,"Murrayfield Edinburgh, Scotland"
75,Scotland,32 - 10,Ireland,22 Sep 2001,"Murrayfield Edinburgh, Scotland"
76,Scotland,30 - 13,Ireland,20 Mar 1999,"Murrayfield Edinburgh, Scotland"
77,Scotland,38 - 10,Ireland,01 Mar 1997,"Murrayfield Edinburgh, Scotland"
78,Scotland,26 - 13,Ireland,04 Feb 1995,"Murrayfield Edinburgh, Scotland"
79,Scotland,15 - 3,Ireland,16 Jan 1993,"Murrayfield Edinburgh, Scotland"
80,Scotland,24 - 15,Ireland,12 Oct 1991,"Murrayfield Edinburgh, Scotland"
81,Scotland,28 - 25,Ireland,16 Mar 1991,"Murrayfield Edinburgh, Scotland"
82,Scotland,37 - 21,Ireland,04 Mar 1989,"Murrayfield Edinburgh, Scotland"
83,Scotland,16 - 12,Ireland,21 Feb 1987,"Murrayfield Edinburgh, Scotland"
84,Scotland,15 - 18,Ireland,02 Feb 1985,"Murrayfield Edinburgh, Scotland"
85,Scotland,13 - 15,Ireland,15 Jan 1983,"Murrayfield Edinburgh, Scotland"
86,Scotland,10 - 9,Ireland,21 Mar 1981,"Murrayfield Edinburgh, Scotland"
87,Scotland,11 - 11,Ireland,03 Mar 1979,"Murrayfield Edinburgh, Scotland"
88,Scotland,21 - 18,Ireland,19 Feb 1977,"Murrayfield Edinburgh, Scotland"
89,Scotland,20 - 13,Ireland,01 Feb 1975,"Murrayfield Edinburgh, Scotland"
90,Scotland,19 - 14,Ireland,24 Feb 1973,"Murrayfield Edinburgh, Scotland"
91,Scotland,5 - 17,Ireland,27 Feb 1971,"Murrayfield Edinburgh, Scotland"
92,Scotland,0 - 16,Ireland,22 Feb 1969,"Murrayfield Edinburgh, Scotland"
93,Scotland,3 - 5,Ireland,25 Feb 1967,"Murrayfield Edinburgh, Scotland"
94,Scotland,6 - 16,Ireland,27 Feb 1965,"Murrayfield Edinburgh, Scotland"
95,Scotland,3 - 0,Ireland,23 Feb 1963,"Murrayfield Edinburgh, Scotland"
96,Scotland,16 - 8,Ireland,25 Feb 1961,"Murrayfield Edinburgh, Scotland"
97,Scotland,3 - 8,Ireland,28 Feb 1959,"Murrayfield Edinburgh, Scotland"
98,Scotland,3 - 5,Ireland,23 Feb 1957,"Murrayfield Edinburgh, Scotland"
99,Scotland,12 - 3,Ireland,26 Feb 1955,"Murrayfield Edinburgh, Scotland"
100,Scotland,8 - 26,Ireland,28 Feb 1953,"Murrayfield Edinburgh, Scotland"
101,Scotland,5 - 6,Ireland,24 Feb 1951,"Murrayfield Edinburgh, Scotland"
102,Scotland,3 - 13,Ireland,26 Feb 1949,"Murrayfield Edinburgh, Scotland"
103,Scotland,0 - 3,Ireland,22 Feb 1947,"Murrayfield Edinburgh, Scotland"
104,Scotland,23 - 14,Ireland,26 Feb 1938,"Murrayfield Edinburgh, Scotland"
105,Scotland,4 - 10,Ireland,22 Feb 1936,"Murrayfield Edinburgh, Scotland"
106,Scotland,16 - 9,Ireland,24 Feb 1934,"Murrayfield Edinburgh, Scotland"
107,Scotland,8 - 20,Ireland,27 Feb 1932,"Murrayfield Edinburgh, Scotland"
108,Scotland,11 - 14,Ireland,22 Feb 1930,"Murrayfield Edinburgh, Scotland"
109,Scotland,5 - 13,Ireland,25 Feb 1928,"Murrayfield Edinburgh, Scotland"
110,Scotland,0 - 3,Ireland,27 Feb 1926,"Murrayfield Edinburgh, Scotland"
111,Scotland,13 - 8,Ireland,23 Feb 1924,"Inverleith Edinburgh, Scotland"
112,Scotland,6 - 3,Ireland,25 Feb 1922,"Inverleith Edinburgh, Scotland"
113,Scotland,19 - 0,Ireland,28 Feb 1920,"Inverleith Edinburgh, Scotland"
114,Scotland,29 - 14,Ireland,22 Feb 1913,"Inverleith Edinburgh, Scotland"
115,Scotland,10 - 16,Ireland,25 Feb 1911,"Inverleith Edinburgh, Scotland"
116,Scotland,9 - 3,Ireland,27 Feb 1909,"Inverleith Edinburgh, Scotland"
117,Scotland,15 - 3,Ireland,23 Feb 1907,"Inverleith Edinburgh, Scotland"
118,Scotland,5 - 11,Ireland,25 Feb 1905,"Inverleith Edinburgh, Scotland"
119,Scotland,3 - 0,Ireland,28 Feb 1903,"Inverleith Edinburgh, Scotland"
120,Scotland,9 - 5,Ireland,23 Feb 1901,"Inverleith Edinburgh, Scotland"
121,Scotland,3 - 9,Ireland,18 Feb 1899,"Inverleith Edinburgh, Scotland"
122,Scotland,8 - 3,Ireland,20 Feb 1897,"Powderhall Edinburgh, Scotland"
123,Scotland,6 - 0,Ireland,02 Mar 1895,"Raeburn Place Edinburgh, Scotland"
124,Scotland,2 - 0,Ireland,20 Feb 1892,"Raeburn Place Edinburgh, Scotland"
125,Scotland,5 - 0,Ireland,22 Feb 1890,"Raeburn Place Edinburgh, Scotland"
126,Scotland,3 - 0,Ireland,10 Mar 1888,"Raeburn Place Edinburgh, Scotland"
127,Scotland,14 - 0,Ireland,20 Feb 1886,"Raeburn Place Edinburgh, Scotland"
128,Scotland,5 - 0,Ireland,07 Mar 1885,"Raeburn Place Edinburgh, Scotland"
129,Scotland,8 - 1,Ireland,16 Feb 1884,"Raeburn Place Edinburgh, Scotland"
130,Scotland,2 - 0,Ireland,18 Feb 1882,"Hamilton Crescent Glasgow, Scotland"
131,Scotland,11 - 0,Ireland,14 Feb 1880,"Hamilton Crescent Glasgow, Scotland"
132,Scotland,10 - 40,Ireland,21 Mar 2015,
133,Scotland,27 - 22,Ireland,04 Feb 2017,
