,HomeTeam,Score,AwayTeam,Date,Ground
23,Wales,5 - 0,Scotland,03 Feb 1968,"Millennium Stadium Cardiff, Wales"
24,Wales,8 - 3,Scotland,05 Feb 1966,"Millennium Stadium Cardiff, Wales"
25,Wales,11 - 3,Scotland,01 Feb 1964,"Millennium Stadium Cardiff, Wales"
26,Wales,3 - 8,Scotland,03 Feb 1962,"Millennium Stadium Cardiff, Wales"
27,Wales,8 - 0,Scotland,06 Feb 1960,"Millennium Stadium Cardiff, Wales"
28,Wales,8 - 3,Scotland,01 Feb 1958,"Millennium Stadium Cardiff, Wales"
29,Wales,9 - 3,Scotland,04 Feb 1956,"Millennium Stadium Cardiff, Wales"
30,Wales,15 - 3,Scotland,10 Apr 1954,"St Helens Swansea, Wales"
31,Wales,11 - 0,Scotland,02 Feb 1952,"Millennium Stadium Cardiff, Wales"
32,Wales,12 - 0,Scotland,04 Feb 1950,"St Helens Swansea, Wales"
33,Wales,14 - 0,Scotland,07 Feb 1948,"Cardiff Arms Park Cardiff, Wales"
34,Wales,11 - 3,Scotland,04 Feb 1939,"Millennium Stadium Cardiff, Wales"
35,Wales,6 - 13,Scotland,06 Feb 1937,"St Helens Swansea, Wales"
36,Wales,10 - 6,Scotland,02 Feb 1935,"Millennium Stadium Cardiff, Wales"
37,Wales,3 - 11,Scotland,04 Feb 1933,"St Helens Swansea, Wales"
38,Wales,13 - 8,Scotland,07 Feb 1931,"Millennium Stadium Cardiff, Wales"
39,Wales,14 - 7,Scotland,02 Feb 1929,"St Helens Swansea, Wales"
40,Wales,0 - 5,Scotland,05 Feb 1927,"Millennium Stadium Cardiff, Wales"
41,Wales,14 - 24,Scotland,07 Feb 1925,"St Helens Swansea, Wales"
42,Wales,8 - 11,Scotland,03 Feb 1923,"Millennium Stadium Cardiff, Wales"
43,Wales,8 - 14,Scotland,05 Feb 1921,"St Helens Swansea, Wales"
44,Wales,24 - 5,Scotland,07 Feb 1914,"Millennium Stadium Cardiff, Wales"
45,Wales,21 - 6,Scotland,03 Feb 1912,"St Helens Swansea, Wales"
46,Wales,14 - 0,Scotland,05 Feb 1910,"Cardiff Arms Park Cardiff, Wales"
47,Wales,6 - 5,Scotland,01 Feb 1908,"St Helens Swansea, Wales"
48,Wales,9 - 3,Scotland,03 Feb 1906,"Cardiff Arms Park Cardiff, Wales"
49,Wales,21 - 3,Scotland,06 Feb 1904,"St Helens Swansea, Wales"
50,Wales,14 - 5,Scotland,01 Feb 1902,"Cardiff Arms Park Cardiff, Wales"
51,Wales,12 - 3,Scotland,27 Jan 1900,"St Helens Swansea, Wales"
52,Wales,6 - 0,Scotland,25 Jan 1896,"Cardiff Arms Park Cardiff, Wales"
53,Wales,7 - 0,Scotland,03 Feb 1894,"Rodney Parade Newport, Wales"
54,Wales,2 - 7,Scotland,06 Feb 1892,"St Helens Swansea, Wales"
55,Wales,2 - 8,Scotland,01 Feb 1890,"Millennium Stadium Cardiff, Wales"
56,Wales,1 - 0,Scotland,04 Feb 1888,"Rodney Parade Newport, Wales"
57,Wales,0 - 7,Scotland,09 Jan 1886,"Cardiff Arms Park Cardiff, Wales"
58,Wales,0 - 4,Scotland,12 Jan 1884,"Rodney Parade Newport, Wales"
59,Wales,27 - 23,Scotland,13 Feb 2016,
60,Wales,34 - 7,Scotland,03 Feb 2018,
61,Wales,21 - 10,Scotland,03 Nov 2018,
62,Scotland,18 - 28,Wales,09 Mar 2013,"Murrayfield Edinburgh, Scotland"
63,Scotland,6 - 24,Wales,12 Feb 2011,"Murrayfield Edinburgh, Scotland"
64,Scotland,13 - 26,Wales,08 Feb 2009,"Murrayfield Edinburgh, Scotland"
65,Scotland,21 - 9,Wales,10 Feb 2007,"Murrayfield Edinburgh, Scotland"
66,Scotland,22 - 46,Wales,13 Mar 2005,"Murrayfield Edinburgh, Scotland"
67,Scotland,30 - 22,Wales,08 Mar 2003,"Murrayfield Edinburgh, Scotland"
68,Scotland,28 - 28,Wales,17 Feb 2001,"Murrayfield Edinburgh, Scotland"
69,Scotland,33 - 20,Wales,06 Feb 1999,"Murrayfield Edinburgh, Scotland"
70,Scotland,13 - 19,Wales,07 Mar 1998,"Wembley Stadium London, England"
71,Scotland,19 - 34,Wales,18 Jan 1997,"Murrayfield Edinburgh, Scotland"
72,Scotland,26 - 13,Wales,04 Mar 1995,"Murrayfield Edinburgh, Scotland"
73,Scotland,20 - 0,Wales,20 Feb 1993,"Murrayfield Edinburgh, Scotland"
74,Scotland,32 - 12,Wales,02 Feb 1991,"Murrayfield Edinburgh, Scotland"
75,Scotland,23 - 7,Wales,21 Jan 1989,"Murrayfield Edinburgh, Scotland"
76,Scotland,21 - 15,Wales,21 Mar 1987,"Murrayfield Edinburgh, Scotland"
77,Scotland,21 - 25,Wales,02 Mar 1985,"Murrayfield Edinburgh, Scotland"
78,Scotland,15 - 19,Wales,19 Feb 1983,"Murrayfield Edinburgh, Scotland"
79,Scotland,15 - 6,Wales,07 Feb 1981,"Murrayfield Edinburgh, Scotland"
80,Scotland,13 - 19,Wales,20 Jan 1979,"Murrayfield Edinburgh, Scotland"
81,Scotland,9 - 18,Wales,19 Mar 1977,"Murrayfield Edinburgh, Scotland"
82,Scotland,12 - 10,Wales,01 Mar 1975,"Murrayfield Edinburgh, Scotland"
83,Scotland,10 - 9,Wales,03 Feb 1973,"Murrayfield Edinburgh, Scotland"
84,Scotland,18 - 19,Wales,06 Feb 1971,"Murrayfield Edinburgh, Scotland"
85,Scotland,3 - 17,Wales,01 Feb 1969,"Murrayfield Edinburgh, Scotland"
86,Scotland,11 - 5,Wales,04 Feb 1967,"Murrayfield Edinburgh, Scotland"
87,Scotland,12 - 14,Wales,06 Feb 1965,"Murrayfield Edinburgh, Scotland"
88,Scotland,0 - 6,Wales,02 Feb 1963,"Murrayfield Edinburgh, Scotland"
89,Scotland,3 - 0,Wales,11 Feb 1961,"Murrayfield Edinburgh, Scotland"
90,Scotland,6 - 5,Wales,07 Feb 1959,"Murrayfield Edinburgh, Scotland"
91,Scotland,9 - 6,Wales,02 Feb 1957,"Murrayfield Edinburgh, Scotland"
92,Scotland,14 - 8,Wales,05 Feb 1955,"Murrayfield Edinburgh, Scotland"
93,Scotland,0 - 12,Wales,07 Feb 1953,"Murrayfield Edinburgh, Scotland"
94,Scotland,19 - 0,Wales,03 Feb 1951,"Murrayfield Edinburgh, Scotland"
95,Scotland,6 - 5,Wales,05 Feb 1949,"Murrayfield Edinburgh, Scotland"
96,Scotland,8 - 22,Wales,01 Feb 1947,"Murrayfield Edinburgh, Scotland"
97,Scotland,8 - 6,Wales,05 Feb 1938,"Murrayfield Edinburgh, Scotland"
98,Scotland,3 - 13,Wales,01 Feb 1936,"Murrayfield Edinburgh, Scotland"
99,Scotland,6 - 13,Wales,03 Feb 1934,"Murrayfield Edinburgh, Scotland"
100,Scotland,0 - 6,Wales,06 Feb 1932,"Murrayfield Edinburgh, Scotland"
101,Scotland,12 - 9,Wales,01 Feb 1930,"Murrayfield Edinburgh, Scotland"
102,Scotland,0 - 13,Wales,04 Feb 1928,"Murrayfield Edinburgh, Scotland"
103,Scotland,8 - 5,Wales,06 Feb 1926,"Murrayfield Edinburgh, Scotland"
104,Scotland,35 - 10,Wales,02 Feb 1924,"Inverleith Edinburgh, Scotland"
105,Scotland,9 - 9,Wales,04 Feb 1922,"Inverleith Edinburgh, Scotland"
106,Scotland,9 - 5,Wales,07 Feb 1920,"Inverleith Edinburgh, Scotland"
107,Scotland,0 - 8,Wales,01 Feb 1913,"Inverleith Edinburgh, Scotland"
108,Scotland,10 - 32,Wales,04 Feb 1911,"Inverleith Edinburgh, Scotland"
109,Scotland,3 - 5,Wales,06 Feb 1909,"Inverleith Edinburgh, Scotland"
110,Scotland,6 - 3,Wales,02 Feb 1907,"Inverleith Edinburgh, Scotland"
111,Scotland,3 - 6,Wales,04 Feb 1905,"Inverleith Edinburgh, Scotland"
112,Scotland,6 - 0,Wales,07 Feb 1903,"Inverleith Edinburgh, Scotland"
113,Scotland,18 - 8,Wales,09 Feb 1901,"Inverleith Edinburgh, Scotland"
114,Scotland,21 - 10,Wales,04 Mar 1899,"Inverleith Edinburgh, Scotland"
115,Scotland,5 - 4,Wales,26 Jan 1895,"Raeburn Place Edinburgh, Scotland"
116,Scotland,0 - 9,Wales,04 Feb 1893,"Raeburn Place Edinburgh, Scotland"
117,Scotland,15 - 0,Wales,07 Feb 1891,"Raeburn Place Edinburgh, Scotland"
118,Scotland,2 - 0,Wales,02 Feb 1889,"Raeburn Place Edinburgh, Scotland"
119,Scotland,20 - 0,Wales,26 Feb 1887,"Raeburn Place Edinburgh, Scotland"
120,Scotland,0 - 0,Wales,10 Jan 1885,"Hamilton Crescent Glasgow, Scotland"
121,Scotland,9 - 3,Wales,08 Jan 1883,"Raeburn Place Edinburgh, Scotland"
122,Scotland,23 - 26,Wales,15 Feb 2015,
123,Scotland,29 - 13,Wales,25 Feb 2017,
