game_id,data_set,date,a1,a2,a3,a4,a5,h1,h2,h3,h4,h5,period,away_score,home_score,remaining_time,elapsed,play_length,play_id,team,event_type,assist,away,home,block,entered,left,num,opponent,outof,player,points,possession,reason,result,steal,type,shot_distance,original_x,original_y,converted_x,converted_y,description,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,6,5,0:08:42,0:03:18,0:00:04,41,MIN,miss,,,,,,,,,,Taj Gibson,0,,,missed,,Layup,4,7,36,25.7,85.4,MISS Gibson 4' Layup,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,6,5,0:08:42,0:03:18,0:00:00,42,MIN,rebound,,,,,,,,,,Karl-Anthony Towns,,,,,,rebound offensive,,,,,,Towns REBOUND (Off:1 Def:0),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,6,5,0:08:38,0:03:22,0:00:04,43,MIN,miss,,,,Andre Roberson,,,,,,Karl-Anthony Towns,0,,,missed,,Putback Layup,2,-21,8,22.9,88.2,"Roberson BLOCK (1 BLK), MISS Towns 2' Putback Layup",,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,6,5,0:08:38,0:03:22,0:00:00,45,MIN,rebound,,,,,,,,,,Karl-Anthony Towns,,,,,,rebound offensive,,,,,,Towns REBOUND (Off:2 Def:0),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,6,5,0:08:37,0:03:23,0:00:01,46,MIN,miss,,,,Carmelo Anthony,,,,,,Karl-Anthony Towns,0,,,missed,,Layup,3,25,16,27.5,87.4,"Anthony BLOCK (1 BLK), MISS Towns 3' Layup",,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,6,5,0:08:37,0:03:23,0:00:00,48,,rebound,,,,,,,,,,,,,,,,team rebound,,,,,,TIMBERWOLVES Rebound,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,6,5,0:08:32,0:03:28,0:00:05,49,MIN,jump ball,,Carmelo Anthony,Karl-Anthony Towns,,,,,,,Karl-Anthony Towns,,Taj Gibson,,,,jump ball,,,,,,Jump Ball Towns vs. Anthony: Tip to Gibson,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,6,7,0:08:30,0:03:30,0:00:02,52,MIN,shot,,,,,,,,,,Taj Gibson,2,,,made,,Fadeaway Jumper,7,-56,34,19.4,85.6,Gibson 7' Fadeaway Jumper (2 PTS),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,6,7,0:08:21,0:03:39,0:00:09,53,OKC,turnover,,,,,,,,,,Steven Adams,,,,,,unknown,,,,,,Adams Out of Bounds - Bad Pass Turnover Turnover (P1.T2),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,6,9,0:08:08,0:03:52,0:00:13,54,MIN,shot,Jeff Teague,,,,,,,,,Jimmy Butler,2,,,made,,Alley Oop Dunk,2,7,15,25.7,87.5,Butler 2' Alley Oop Dunk (2 PTS) (Teague 1 AST),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,6,9,0:07:54,0:04:06,0:00:14,56,OKC,miss,,,,,,,,,,Carmelo Anthony,0,,,missed,,Jump Shot,26,107,232,14.3,28.2,MISS Anthony 26' 3PT Jump Shot,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,6,9,0:07:54,0:04:06,0:00:00,57,OKC,rebound,,,,,,,,,,Andre Roberson,,,,,,rebound offensive,,,,,,Roberson REBOUND (Off:2 Def:0),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,6,9,0:07:50,0:04:10,0:00:04,58,OKC,miss,,,,,,,,,,Andre Roberson,0,,,missed,,Layup,2,2,15,24.8,6.5,MISS Roberson 2' Layup,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,6,9,0:07:50,0:04:10,0:00:00,59,MIN,rebound,,,,,,,,,,Karl-Anthony Towns,,,,,,rebound defensive,,,,,,Towns REBOUND (Off:2 Def:1),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,6,9,0:07:29,0:04:31,0:00:21,60,MIN,miss,,,,,,,,,,Jimmy Butler,0,,,missed,,Jump Shot,16,154,32,40.4,85.8,MISS Butler 16' Jump Shot,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,6,9,0:07:25,0:04:35,0:00:04,61,OKC,rebound,,,,,,,,,,Andre Roberson,,,,,,rebound defensive,,,,,,Roberson REBOUND (Off:2 Def:1),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,8,9,0:07:19,0:04:41,0:00:06,62,OKC,shot,Russell Westbrook,,,,,,,,,Steven Adams,2,,,made,,Hook Shot,4,3,41,24.7,9.1,Adams 4' Hook Shot (2 PTS) (Westbrook 2 AST),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,8,9,0:07:10,0:04:50,0:00:09,64,OKC,foul,,,,,,,,Jeff Teague,,Russell Westbrook,,,s.foul,,,s.foul,,,,,,Westbrook S.FOUL (P1.T2) (K.Mauer),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,8,10,0:07:10,0:04:50,0:00:00,66,MIN,free throw,,,,,,,1,,2,Jeff Teague,1,,,made,,Free Throw 1 of 2,,,,,,Teague Free Throw 1 of 2 (1 PTS),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,8,10,0:07:10,0:04:50,0:00:00,67,MIN,free throw,,,,,,,2,,2,Jeff Teague,0,,,missed,,Free Throw 2 of 2,,,,,,MISS Teague Free Throw 2 of 2,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,8,10,0:07:08,0:04:52,0:00:02,68,MIN,rebound,,,,,,,,,,Jeff Teague,,,,,,rebound offensive,,,,,,Teague REBOUND (Off:1 Def:0),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,8,12,0:07:02,0:04:58,0:00:06,69,MIN,shot,Jeff Teague,,,,,,,,,Taj Gibson,2,,,made,,Pullup Jump Shot,5,13,52,26.3,83.8,Gibson 5' Pullup Jump Shot (4 PTS) (Teague 2 AST),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,10,12,0:06:41,0:05:19,0:00:21,71,OKC,shot,Russell Westbrook,,,,,,,,,Andre Roberson,2,,,made,,unknown,2,0,20,25,7,Roberson 2' Cutting Layup Shot (4 PTS) (Westbrook 3 AST),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,10,14,0:06:32,0:05:28,0:00:09,73,MIN,shot,Jeff Teague,,,,,,,,,Karl-Anthony Towns,2,,,made,,Layup,2,6,19,25.6,87.1,Towns 2' Layup (4 PTS) (Teague 3 AST),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,10,14,0:06:13,0:05:47,0:00:19,75,OKC,miss,,,,,,,,,,Andre Roberson,0,,,missed,,Layup,3,-7,29,25.7,7.9,MISS Roberson 3' Layup,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,10,14,0:06:06,0:05:54,0:00:07,76,OKC,rebound,,,,,,,,,,Steven Adams,,,,,,rebound offensive,,,,,,Adams REBOUND (Off:1 Def:1),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,12,14,0:06:06,0:05:54,0:00:00,77,OKC,shot,,,,,,,,,,Steven Adams,2,,,made,,Putback Layup,1,0,-6,25,4.4,Adams 1' Putback Layup (4 PTS),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,12,14,0:05:53,0:06:07,0:00:13,78,MIN,miss,,,,,,,,,,Andrew Wiggins,0,,,missed,,Jump Shot,25,-89,234,16.1,65.6,MISS Wiggins 25' 3PT Jump Shot,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,12,14,0:05:50,0:06:10,0:00:03,79,OKC,rebound,,,,,,,,,,Russell Westbrook,,,,,,rebound defensive,,,,,,Westbrook REBOUND (Off:0 Def:1),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,12,14,0:05:44,0:06:16,0:00:06,80,MIN,foul,,,,,,,,Carmelo Anthony,,Andrew Wiggins,,,p.foul,,,p.foul,,,,,,Wiggins P.FOUL (P1.T1) (T.Brown),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,12,14,0:05:44,0:06:16,0:00:00,82,,timeout,,,,,,,,,,,,,,,, timeout: regular,,,,,,TIMBERWOLVES Timeout: Regular (Full 1 Short 0),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Andre Roberson,Russell Westbrook,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,12,14,0:05:44,0:06:16,0:00:00,83,,unknown,,,,,,,,,,,,,,,,uknown,,,,,,,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Russell Westbrook,Alex Abrines,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,12,14,0:05:44,0:06:16,0:00:00,85,OKC,sub,,,,,Alex Abrines,Andre Roberson,,,,Andre Roberson,,,,,,sub,,,,,,SUB: Abrines FOR Roberson,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Russell Westbrook,Alex Abrines,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,15,14,0:05:35,0:06:25,0:00:09,86,OKC,shot,Carmelo Anthony,,,,,,,,,Paul George,3,,,made,,Jump Shot,26,125,230,12.5,28,George 26' 3PT Jump Shot (5 PTS) (Anthony 1 AST),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Russell Westbrook,Alex Abrines,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,15,16,0:05:13,0:06:47,0:00:22,88,MIN,shot,Jeff Teague,,,,,,,,,Karl-Anthony Towns,2,,,made,,Layup,2,9,21,25.9,86.9,Towns 2' Layup (6 PTS) (Teague 4 AST),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Russell Westbrook,Alex Abrines,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,15,16,0:04:58,0:07:02,0:00:15,90,MIN,foul,,,,,,,,Steven Adams,,Jeff Teague,,,s.foul,,,s.foul,,,,,,Teague S.FOUL (P1.T2) (J.Van Duyne),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Russell Westbrook,Alex Abrines,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,16,16,0:04:58,0:07:02,0:00:00,92,OKC,free throw,,,,,,,1,,2,Steven Adams,1,,,made,,Free Throw 1 of 2,,,,,,Adams Free Throw 1 of 2 (5 PTS),,
